dataset_index,true_label,true_label_name,pred_label,pred_label_name,confidence,margin,correct,confidence_group,confidence_rank_within_class,confidence_percentile_within_class
9170,0,LABEL_0,0,LABEL_0,0.9916965961456299,0.9888992309570312,True,low,91,0.09266802443991853
8265,0,LABEL_0,0,LABEL_0,0.9916998147964478,0.9883083701133728,True,low,92,0.09368635437881874
3601,0,LABEL_0,0,LABEL_0,0.9917120933532715,0.9905226826667786,True,low,93,0.09470468431771895
6877,0,LABEL_0,0,LABEL_0,0.99178546667099,0.9889252185821533,True,low,94,0.09572301425661914
1718,0,LABEL_0,0,LABEL_0,0.9917987585067749,0.9895468950271606,True,low,95,0.09674134419551934
6676,0,LABEL_0,0,LABEL_0,0.9918082356452942,0.9905341863632202,True,low,96,0.09775967413441955
1001,0,LABEL_0,0,LABEL_0,0.9918394088745117,0.9892052412033081,True,low,97,0.09877800407331976
1739,0,LABEL_0,0,LABEL_0,0.9919613003730774,0.9897925853729248,True,low,98,0.09979633401221996
6191,0,LABEL_0,0,LABEL_0,0.9920231103897095,0.9902766942977905,True,low,99,0.10081466395112017
8197,0,LABEL_0,0,LABEL_0,0.9921004176139832,0.9888383150100708,True,low,100,0.10183299389002037
6001,0,LABEL_0,0,LABEL_0,0.992102324962616,0.9899522662162781,True,low,101,0.10285132382892057
9820,0,LABEL_0,0,LABEL_0,0.9921056032180786,0.9907081723213196,True,low,102,0.10386965376782077
3399,0,LABEL_0,0,LABEL_0,0.9921756386756897,0.9896150231361389,True,low,103,0.10488798370672098
6739,0,LABEL_0,0,LABEL_0,0.9922730326652527,0.9910338521003723,True,low,104,0.10590631364562118
7684,0,LABEL_0,0,LABEL_0,0.9922742247581482,0.9905610680580139,True,low,105,0.10692464358452139
1796,0,LABEL_0,0,LABEL_0,0.9923349022865295,0.9907695055007935,True,low,106,0.1079429735234216
7453,0,LABEL_0,0,LABEL_0,0.9923464059829712,0.9903020262718201,True,low,107,0.10896130346232179
428,0,LABEL_0,0,LABEL_0,0.9923533797264099,0.990834653377533,True,low,108,0.109979633401222
255,0,LABEL_0,0,LABEL_0,0.9924249649047852,0.9908851385116577,True,low,109,0.1109979633401222
6157,0,LABEL_0,0,LABEL_0,0.9924497604370117,0.9912144541740417,True,low,110,0.1120162932790224
4639,0,LABEL_0,0,LABEL_0,0.9924547672271729,0.9913687705993652,True,low,111,0.11303462321792261
9262,0,LABEL_0,0,LABEL_0,0.992493212223053,0.9914436936378479,True,low,112,0.11405295315682282
4780,0,LABEL_0,0,LABEL_0,0.9924957752227783,0.9900321364402771,True,low,113,0.11507128309572301
9644,0,LABEL_0,0,LABEL_0,0.9925049543380737,0.990413248538971,True,low,114,0.11608961303462322
4446,0,LABEL_0,0,LABEL_0,0.992506206035614,0.9910603165626526,True,low,115,0.11710794297352342
398,0,LABEL_0,0,LABEL_0,0.9926364421844482,0.9911947250366211,True,low,116,0.11812627291242363
1776,0,LABEL_0,0,LABEL_0,0.992644190788269,0.9914902448654175,True,low,117,0.11914460285132383
7419,0,LABEL_0,0,LABEL_0,0.9926954507827759,0.9916117191314697,True,low,118,0.12016293279022404
1898,0,LABEL_0,0,LABEL_0,0.9927075505256653,0.9917027354240417,True,low,119,0.12118126272912423
4748,0,LABEL_0,0,LABEL_0,0.9927334785461426,0.9913825988769531,True,low,120,0.12219959266802444
982,0,LABEL_0,0,LABEL_0,0.9928774237632751,0.9918132424354553,True,low,121,0.12321792260692464
2130,0,LABEL_0,0,LABEL_0,0.9928841590881348,0.9916543364524841,True,low,122,0.12423625254582485
1664,0,LABEL_0,0,LABEL_0,0.9928932785987854,0.9912745356559753,True,low,123,0.12525458248472504
4355,0,LABEL_0,0,LABEL_0,0.9928955435752869,0.9915444254875183,True,low,124,0.12627291242362526
3219,0,LABEL_0,0,LABEL_0,0.9929172992706299,0.9917826056480408,True,low,125,0.12729124236252545
8048,0,LABEL_0,0,LABEL_0,0.992923378944397,0.9915172457695007,True,low,126,0.12830957230142567
4408,0,LABEL_0,0,LABEL_0,0.9929704070091248,0.9913566708564758,True,low,127,0.12932790224032586
7402,0,LABEL_0,0,LABEL_0,0.9929742813110352,0.9909585118293762,True,low,128,0.13034623217922606
2461,0,LABEL_0,0,LABEL_0,0.9930022358894348,0.9912069439888,True,low,129,0.13136456211812628
2679,0,LABEL_0,0,LABEL_0,0.9930509328842163,0.9912121295928955,True,low,130,0.13238289205702647
9921,0,LABEL_0,0,LABEL_0,0.9930664300918579,0.9917683005332947,True,low,131,0.1334012219959267
5544,0,LABEL_0,0,LABEL_0,0.9930712580680847,0.9918676614761353,True,low,132,0.13441955193482688
3,0,LABEL_0,0,LABEL_0,0.9931061863899231,0.9911808967590332,True,low,133,0.1354378818737271
21,0,LABEL_0,0,LABEL_0,0.9931102991104126,0.9911590814590454,True,low,134,0.1364562118126273
9052,0,LABEL_0,0,LABEL_0,0.9931108951568604,0.992211103439331,True,low,135,0.13747454175152748
6821,0,LABEL_0,0,LABEL_0,0.9931118488311768,0.9920975565910339,True,low,136,0.1384928716904277
4868,0,LABEL_0,0,LABEL_0,0.9931568503379822,0.9917703866958618,True,low,137,0.1395112016293279
7861,0,LABEL_0,0,LABEL_0,0.9932057857513428,0.992272138595581,True,low,138,0.14052953156822812
7284,0,LABEL_0,0,LABEL_0,0.9932467937469482,0.9917628765106201,True,low,139,0.1415478615071283
2200,0,LABEL_0,0,LABEL_0,0.9932482242584229,0.9919479489326477,True,low,140,0.1425661914460285
2749,0,LABEL_0,0,LABEL_0,0.9932785630226135,0.9922618269920349,True,low,141,0.14358452138492872
5091,0,LABEL_0,0,LABEL_0,0.9932861924171448,0.9922045469284058,True,low,142,0.1446028513238289
4474,0,LABEL_0,0,LABEL_0,0.9933081865310669,0.9919055700302124,True,low,143,0.14562118126272913
7800,0,LABEL_0,0,LABEL_0,0.9933242201805115,0.9914826154708862,True,low,144,0.14663951120162932
3782,0,LABEL_0,0,LABEL_0,0.9933509230613708,0.9924436807632446,True,low,145,0.14765784114052954
5804,0,LABEL_0,0,LABEL_0,0.9933791160583496,0.9917377233505249,True,low,146,0.14867617107942974
116,0,LABEL_0,0,LABEL_0,0.9933828115463257,0.9913694262504578,True,low,147,0.14969450101832993
1514,0,LABEL_0,0,LABEL_0,0.9933870434761047,0.9924430251121521,True,low,148,0.15071283095723015
7609,0,LABEL_0,0,LABEL_0,0.9933962821960449,0.9921563863754272,True,low,149,0.15173116089613034
2079,0,LABEL_0,0,LABEL_0,0.9933968782424927,0.9924165606498718,True,low,150,0.15274949083503056
3820,0,LABEL_0,0,LABEL_0,0.9934055805206299,0.9921415448188782,True,low,151,0.15376782077393075
1835,0,LABEL_0,0,LABEL_0,0.9934142827987671,0.9921382069587708,True,low,152,0.15478615071283094
2166,0,LABEL_0,0,LABEL_0,0.993436336517334,0.9921674132347107,True,low,153,0.15580448065173116
5093,0,LABEL_0,0,LABEL_0,0.9934535026550293,0.9915367364883423,True,low,154,0.15682281059063136
3587,0,LABEL_0,0,LABEL_0,0.9935018420219421,0.9926335215568542,True,low,155,0.15784114052953158
7994,0,LABEL_0,0,LABEL_0,0.9935103058815002,0.9912645816802979,True,low,156,0.15885947046843177
8047,0,LABEL_0,0,LABEL_0,0.9935483336448669,0.9925112128257751,True,low,157,0.159877800407332
4181,0,LABEL_0,0,LABEL_0,0.9935518503189087,0.9924821257591248,True,low,158,0.16089613034623218
192,0,LABEL_0,0,LABEL_0,0.9935738444328308,0.9924667477607727,True,low,159,0.16191446028513237
7182,0,LABEL_0,0,LABEL_0,0.9935809373855591,0.9917035698890686,True,low,160,0.1629327902240326
7607,0,LABEL_0,0,LABEL_0,0.9935943484306335,0.9922736287117004,True,low,161,0.16395112016293278
44,0,LABEL_0,0,LABEL_0,0.9936566948890686,0.9927082061767578,True,low,162,0.164969450101833
9248,0,LABEL_0,0,LABEL_0,0.9936595559120178,0.9921348094940186,True,low,163,0.1659877800407332
276,0,LABEL_0,0,LABEL_0,0.9936596751213074,0.9925620555877686,True,low,164,0.1670061099796334
8702,0,LABEL_0,0,LABEL_0,0.9936699271202087,0.9923931360244751,True,low,165,0.1680244399185336
8017,0,LABEL_0,0,LABEL_0,0.9936742782592773,0.9924572706222534,True,low,166,0.1690427698574338
7513,0,LABEL_0,0,LABEL_0,0.993696391582489,0.9925218820571899,True,low,167,0.17006109979633402
4525,0,LABEL_0,0,LABEL_0,0.9936967492103577,0.9925796389579773,True,low,168,0.1710794297352342
7146,0,LABEL_0,0,LABEL_0,0.9937014579772949,0.9924867749214172,True,low,169,0.17209775967413443
9021,0,LABEL_0,0,LABEL_0,0.9937118291854858,0.9920105934143066,True,low,170,0.17311608961303462
4202,0,LABEL_0,0,LABEL_0,0.9937186241149902,0.9925946593284607,True,low,171,0.17413441955193482
3425,0,LABEL_0,0,LABEL_0,0.9937242865562439,0.9928888082504272,True,low,172,0.17515274949083504
678,0,LABEL_0,0,LABEL_0,0.9937246441841125,0.99270099401474,True,low,173,0.17617107942973523
1026,0,LABEL_0,0,LABEL_0,0.993733823299408,0.9929481744766235,True,low,174,0.17718940936863545
9699,0,LABEL_0,0,LABEL_0,0.9937399625778198,0.9925013184547424,True,low,175,0.17820773930753564
3191,0,LABEL_0,0,LABEL_0,0.9937431216239929,0.9928593039512634,True,low,176,0.17922606924643583
5236,0,LABEL_0,0,LABEL_0,0.9937492609024048,0.9926347732543945,True,low,177,0.18024439918533605
5339,0,LABEL_0,0,LABEL_0,0.9937498569488525,0.9926613569259644,True,low,178,0.18126272912423624
3494,0,LABEL_0,0,LABEL_0,0.9937499165534973,0.9927729368209839,True,low,179,0.18228105906313646
3467,0,LABEL_0,0,LABEL_0,0.9937689900398254,0.9923065304756165,True,low,180,0.18329938900203666
8007,0,LABEL_0,0,LABEL_0,0.9937746524810791,0.9928185343742371,True,low,181,0.18431771894093688
8964,0,LABEL_0,0,LABEL_0,0.993811845779419,0.9924457669258118,True,low,182,0.18533604887983707
416,0,LABEL_0,0,LABEL_0,0.9938225746154785,0.9927172660827637,True,low,183,0.18635437881873726
883,0,LABEL_0,0,LABEL_0,0.9938440322875977,0.9930428266525269,True,low,184,0.18737270875763748
6481,0,LABEL_0,0,LABEL_0,0.9938486218452454,0.9921011328697205,True,low,185,0.18839103869653767
4081,0,LABEL_0,0,LABEL_0,0.9938522577285767,0.9929348826408386,True,low,186,0.1894093686354379
2185,0,LABEL_0,0,LABEL_0,0.9938626289367676,0.9929202795028687,True,low,187,0.19042769857433808
6619,0,LABEL_0,0,LABEL_0,0.9938797950744629,0.9930484890937805,True,low,188,0.19144602851323828
2782,0,LABEL_0,0,LABEL_0,0.9938807487487793,0.9929231405258179,True,low,189,0.1924643584521385
8387,0,LABEL_0,0,LABEL_0,0.9938809871673584,0.9923754334449768,True,low,190,0.1934826883910387
3005,0,LABEL_0,0,LABEL_0,0.993881344795227,0.993051290512085,True,low,191,0.1945010183299389
7925,0,LABEL_0,0,LABEL_0,0.993897020816803,0.9925815463066101,True,low,192,0.1955193482688391
6436,0,LABEL_0,0,LABEL_0,0.9939061999320984,0.9922910332679749,True,low,193,0.19653767820773932
7990,0,LABEL_0,0,LABEL_0,0.9939261078834534,0.9926732778549194,True,low,194,0.1975560081466395
7126,0,LABEL_0,0,LABEL_0,0.9939303398132324,0.9931054711341858,True,low,195,0.1985743380855397
281,0,LABEL_0,0,LABEL_0,0.9939310550689697,0.993174135684967,True,low,196,0.19959266802443992
4228,0,LABEL_0,0,LABEL_0,0.9939314126968384,0.992736279964447,True,low,197,0.20061099796334012
423,0,LABEL_0,0,LABEL_0,0.9939320087432861,0.9929332733154297,True,low,198,0.20162932790224034
6860,0,LABEL_0,0,LABEL_0,0.9939326643943787,0.9925064444541931,True,low,199,0.20264765784114053
2091,0,LABEL_0,0,LABEL_0,0.9939413070678711,0.9929943680763245,True,low,200,0.20366598778004075
8357,0,LABEL_0,0,LABEL_0,0.993949294090271,0.9930858612060547,True,low,201,0.20468431771894094
6036,0,LABEL_0,0,LABEL_0,0.9939530491828918,0.9927211403846741,True,low,202,0.20570264765784113
3761,0,LABEL_0,0,LABEL_0,0.9939547181129456,0.992742121219635,True,low,203,0.20672097759674135
8492,0,LABEL_0,0,LABEL_0,0.9939594268798828,0.9930348992347717,True,low,204,0.20773930753564154
2909,0,LABEL_0,0,LABEL_0,0.993961751461029,0.993172287940979,True,low,205,0.20875763747454176
2507,0,LABEL_0,0,LABEL_0,0.9940066337585449,0.9921169281005859,True,low,206,0.20977596741344195
6347,0,LABEL_0,0,LABEL_0,0.9940097332000732,0.9931797385215759,True,low,207,0.21079429735234215
8857,0,LABEL_0,0,LABEL_0,0.9940114617347717,0.9927147626876831,True,low,208,0.21181262729124237
5585,0,LABEL_0,0,LABEL_0,0.9940142035484314,0.9930673837661743,True,low,209,0.21283095723014256
6641,0,LABEL_0,0,LABEL_0,0.9940223097801208,0.9927677512168884,True,low,210,0.21384928716904278
1076,0,LABEL_0,0,LABEL_0,0.9940240979194641,0.9928358793258667,True,low,211,0.21486761710794297
5392,0,LABEL_0,0,LABEL_0,0.9940243363380432,0.9931191802024841,True,low,212,0.2158859470468432
5224,0,LABEL_0,0,LABEL_0,0.9940357208251953,0.9932548403739929,True,low,213,0.21690427698574338
2490,0,LABEL_0,0,LABEL_0,0.9940417408943176,0.9932065606117249,True,low,214,0.21792260692464357
4939,0,LABEL_0,0,LABEL_0,0.9940495491027832,0.9925394654273987,True,low,215,0.2189409368635438
1823,0,LABEL_0,0,LABEL_0,0.9940500259399414,0.9930002093315125,True,low,216,0.219959266802444
3568,0,LABEL_0,0,LABEL_0,0.9940536618232727,0.9928931593894958,True,low,217,0.2209775967413442
7816,0,LABEL_0,0,LABEL_0,0.9940605759620667,0.9929692149162292,True,low,218,0.2219959266802444
1596,0,LABEL_0,0,LABEL_0,0.9940624833106995,0.9929587244987488,True,low,219,0.2230142566191446
315,0,LABEL_0,0,LABEL_0,0.9940699338912964,0.9931925535202026,True,low,220,0.2240325865580448
9558,0,LABEL_0,0,LABEL_0,0.9940699934959412,0.9929438233375549,True,low,221,0.225050916496945
1463,0,LABEL_0,0,LABEL_0,0.9940739274024963,0.9930121898651123,True,low,222,0.22606924643584522
8828,0,LABEL_0,0,LABEL_0,0.9940746426582336,0.9932090044021606,True,low,223,0.22708757637474541
3497,0,LABEL_0,0,LABEL_0,0.9941027760505676,0.993071973323822,True,low,224,0.22810590631364563
7116,0,LABEL_0,0,LABEL_0,0.9941031336784363,0.9931268095970154,True,low,225,0.22912423625254583
6118,0,LABEL_0,0,LABEL_0,0.9941059350967407,0.9930198192596436,True,low,226,0.23014256619144602
9849,0,LABEL_0,0,LABEL_0,0.9941191673278809,0.9929471015930176,True,low,227,0.23116089613034624
352,0,LABEL_0,0,LABEL_0,0.9941200613975525,0.9930108189582825,True,low,228,0.23217922606924643
7871,0,LABEL_0,0,LABEL_0,0.9941231608390808,0.9932122230529785,True,low,229,0.23319755600814665
206,0,LABEL_0,0,LABEL_0,0.9941337704658508,0.9930039644241333,True,low,230,0.23421588594704684
5703,0,LABEL_0,0,LABEL_0,0.9941428303718567,0.9931829571723938,True,low,231,0.23523421588594703
6601,0,LABEL_0,0,LABEL_0,0.9941441416740417,0.993054986000061,True,low,232,0.23625254582484725
9852,0,LABEL_0,0,LABEL_0,0.9941469430923462,0.9929342269897461,True,low,233,0.23727087576374745
6872,0,LABEL_0,0,LABEL_0,0.9941565990447998,0.9933333992958069,True,low,234,0.23828920570264767
6949,0,LABEL_0,0,LABEL_0,0.9941722750663757,0.9933737516403198,True,low,235,0.23930753564154786
6221,0,LABEL_0,0,LABEL_0,0.9941725134849548,0.9929249882698059,True,low,236,0.24032586558044808
914,0,LABEL_0,0,LABEL_0,0.9941828846931458,0.9933412671089172,True,low,237,0.24134419551934827
8156,0,LABEL_0,0,LABEL_0,0.994183361530304,0.992945671081543,True,low,238,0.24236252545824846
5357,0,LABEL_0,0,LABEL_0,0.9941923022270203,0.9932656288146973,True,low,239,0.24338085539714868
6133,0,LABEL_0,0,LABEL_0,0.994198203086853,0.9933639168739319,True,low,240,0.24439918533604887
6633,0,LABEL_0,0,LABEL_0,0.9942008852958679,0.993501603603363,True,low,241,0.2454175152749491
767,0,LABEL_0,0,LABEL_0,0.9942014813423157,0.9931359887123108,True,low,242,0.24643584521384929
4701,0,LABEL_0,0,LABEL_0,0.9942063093185425,0.9932727813720703,True,low,243,0.24745417515274948
2958,0,LABEL_0,0,LABEL_0,0.9942071437835693,0.9931755065917969,True,low,244,0.2484725050916497
1573,0,LABEL_0,0,LABEL_0,0.9942102432250977,0.9928028583526611,True,low,245,0.2494908350305499
3177,0,LABEL_0,0,LABEL_0,0.9942106008529663,0.9932506084442139,True,low,246,0.2505091649694501
2548,0,LABEL_0,0,LABEL_0,0.9942112565040588,0.9934325218200684,True,low,247,0.2515274949083503
5074,0,LABEL_0,0,LABEL_0,0.9942143559455872,0.9929034113883972,True,low,248,0.2525458248472505
3608,0,LABEL_0,0,LABEL_0,0.9942145943641663,0.9934551119804382,True,low,249,0.2535641547861507
814,0,LABEL_0,0,LABEL_0,0.9942190647125244,0.9929510354995728,True,low,250,0.2545824847250509
5259,0,LABEL_0,0,LABEL_0,0.9942195415496826,0.9934604167938232,True,low,251,0.2556008146639511
6854,0,LABEL_0,0,LABEL_0,0.9942250847816467,0.9933966398239136,True,low,252,0.25661914460285135
125,0,LABEL_0,0,LABEL_0,0.9942252039909363,0.9928316473960876,True,low,253,0.2576374745417515
4038,0,LABEL_0,0,LABEL_0,0.9942296743392944,0.9931573867797852,True,low,254,0.25865580448065173
9354,0,LABEL_0,0,LABEL_0,0.9942321181297302,0.9932414293289185,True,low,255,0.25967413441955195
4387,0,LABEL_0,0,LABEL_0,0.9942354559898376,0.9928915500640869,True,low,256,0.2606924643584521
5460,0,LABEL_0,0,LABEL_0,0.994238018989563,0.9932337403297424,True,low,257,0.26171079429735233
